<gensyn.Individual;object;at;0x7fe0fc3d8850>;0.5206105305;0.8425191246;0.8425191246;0.2320238761;0.8531318524;0.9482285708;0.7151977049;0.4477220124;0.2921028087;0.6527197897;0.2921028087;0.5206105305;0.5206105305;0.2921028087;0.4347975992;0.7151977049;0.7151977049;0.8425191246;0.5206105305;0.4347975992;0.1462699827;0.4844053409;0.6209776586;0.2921028087;0.4342309791;0.5206105305;0.7349320881;0.2921028087;0.8425191246;0.0212874354;0.8224153134;0.5538487599;0.4342309791;0.6463457874;0.3496790022;0.2921028087;0.2921028087;0.2921028087;0.8425191246;0.7151977049;0.2921028087;0.8425191246;0.6554310609;0.7151977049;0.5206105305;0.0212874354;0.7151977049;1.0193378916;0.5206105305;0.7151977049;0.5456559738;1.0193378916;0.0212874354
<gensyn.Individual;object;at;0x7fe0fda85210>;0.2921028087;0.0212874354;0.2921028087;0.0212874354;0.2921028087;0.7151977049;0.1748771739;0.0212874354;0.0212874354;0.2921028087;0.2921028087;0.2921028087;0.0212874354;0.2921028087;0.0212874354;0.2130243303;0.1462699827;0.0212874354;0.0212874354;0.0212874354;0.6209776586;0.6209776586;0.2921028087;0.0212874354;0.7151977049;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2921028087;0.2921028087;0.7151977049;0.6209776586;0.0212874354;0.0212874354;0.0212874354;0.2921028087;0.6209776586;0.7151977049;0.0212874354;0.0212874354;0.2921028087;0.2921028087;0.2921028087;0.2921028087;0.0953567308;0.2921028087;0.0212874354;0.2921028087;0.0212874354;0.2277402713;0.7151977049;0.0212874354
<gensyn.Individual;object;at;0x7fe0fc3d8b90>;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2634207308;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0953567308;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0730372321;0.0286464831;0.2634207308;0.0212874354
<gensyn.Individual;object;at;0x7fe0fda856d0>;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2780173162;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1812255288;0.0212874354;0.1330227575;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0318555013;0.2780173162;0.0212874354
<gensyn.Individual;object;at;0x7fe0fc3d8cd0>;0.2842284677;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.4121332361;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.3776631057;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.312635468;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.03355926;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0118762498;0.3758289854;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0544656899;0.4121332361;0.0118762498
<gensyn.Individual;object;at;0x7fe0fc3d88d0>;0.1860144816;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0792251081;0.0212874354;0.0212874354;0.0212874354;0.4375425855;0.0044411125;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0343582334;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.4389620109;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2137467756;0.1385740739;0.0212874354;0.0212874354;0.3767500064;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0556479847;0.4389620109;0.0044411125
<gensyn.Individual;object;at;0x7fe0fc3d8510>;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0993123939;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1402646343;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1472955933;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1623716708;0.0212874354;0.1447604959;0.0330387876;0.1623716708;0.0212874354
<gensyn.Individual;object;at;0x7fe0fc0124d0>;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0993123939;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1126369092;0.0993123939;0.0434892818;0.158524881;0.0212874354;0.0212874354;0.0530657704;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2119474429;0.0993123939;0.0212874354;0.2972843515;0.0212874354;0.2365948138;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0452595609;0.2972843515;0.0212874354
<gensyn.Individual;object;at;0x7fe0fc012690>;0.0212874354;0.0212874354;0.0212874354;0.317675526;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0115699133;0.0434892818;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1174859452;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.1871211639;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0327055284;0.317675526;0.0115699133
<gensyn.Individual;object;at;0x7fe0fc3d8910>;0.0212874354;0.0212874354;0.0524795677;0.0212874354;0.0212874354;0.1468881254;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2087590304;0.0603802476;0.0212874354;0.0212874354;0.3247091952;0.0212874354;0.1829955951;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0258794197;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.2106270685;0.0212874354;0.0434892818;0.3731136668;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0706060519;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0212874354;0.0506027446;0.3731136668;0.0212874354
